id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1940,Male,28,1,3,1,< 1 Year,No,24405,152,71,0
1941,Male,63,1,28,1,1-2 Year,No,60160,124,186,0
1942,Male,24,1,41,1,< 1 Year,No,30630,152,269,0
1943,Female,33,1,28,0,1-2 Year,Yes,29253,124,246,1
1944,Male,64,1,28,1,1-2 Year,No,29497,152,99,0
1945,Male,61,1,11,1,1-2 Year,No,25443,155,110,0
1946,Male,40,1,28,0,1-2 Year,Yes,41940,124,258,0
1947,Male,51,1,46,0,1-2 Year,Yes,30295,124,195,0
1948,Male,21,1,41,0,< 1 Year,Yes,36695,160,238,0
1949,Male,46,1,48,0,1-2 Year,Yes,2630,154,79,0
1950,Male,28,1,27,1,< 1 Year,No,2630,152,162,0
1951,Male,44,1,48,0,> 2 Years,Yes,2630,124,213,0
1952,Female,27,1,36,1,< 1 Year,No,31716,152,16,0
1953,Male,23,1,36,0,< 1 Year,No,37879,152,296,0
1954,Female,21,1,46,0,< 1 Year,Yes,30387,160,151,0
1955,Male,54,1,28,0,1-2 Year,Yes,2630,26,180,1
1956,Male,22,1,15,1,< 1 Year,No,34912,152,142,0
1957,Female,24,1,37,0,< 1 Year,Yes,32198,151,220,0
1958,Female,54,1,48,0,1-2 Year,Yes,2630,26,79,0
1959,Female,24,1,8,1,< 1 Year,No,29404,152,285,0
1960,Female,35,1,36,0,1-2 Year,Yes,2630,156,162,0
1961,Male,24,1,10,1,< 1 Year,No,40536,152,170,0
1962,Female,34,1,4,1,< 1 Year,No,2630,1,288,0
1963,Female,29,1,36,0,< 1 Year,Yes,2630,152,163,0
1964,Female,26,1,32,1,< 1 Year,No,31471,152,150,0
1965,Female,23,1,41,0,< 1 Year,Yes,24722,152,212,0
1966,Male,32,1,30,0,< 1 Year,Yes,2630,152,56,1
1967,Female,74,1,28,0,1-2 Year,Yes,2630,125,107,0
1968,Female,22,1,4,0,< 1 Year,Yes,44878,152,226,0
1969,Male,78,1,4,1,1-2 Year,No,31643,26,283,0
1970,Male,46,1,8,0,1-2 Year,No,37833,154,42,0
1971,Female,66,1,18,0,1-2 Year,Yes,50992,26,201,0
1972,Male,63,1,8,1,1-2 Year,No,36345,26,271,0
1973,Male,23,1,36,1,< 1 Year,No,37946,152,76,0
1974,Male,68,1,28,1,1-2 Year,No,45682,122,15,0
1975,Female,24,1,28,1,< 1 Year,No,23812,152,189,0
1976,Male,60,1,15,0,> 2 Years,Yes,37024,124,120,0
1977,Male,24,1,21,1,< 1 Year,No,30595,152,108,0
1978,Male,45,1,24,0,1-2 Year,Yes,28690,150,15,0
1979,Male,27,1,30,1,< 1 Year,No,38472,152,198,0
1980,Male,22,1,41,1,< 1 Year,No,24560,160,53,0
1981,Male,40,1,28,0,1-2 Year,Yes,34041,124,50,1
1982,Male,23,1,33,1,< 1 Year,No,26665,152,88,0
1983,Male,23,1,6,1,< 1 Year,No,23073,152,27,0
1984,Female,48,1,28,1,1-2 Year,No,31466,26,292,0
1985,Female,49,1,28,0,1-2 Year,Yes,2630,26,252,0
1986,Female,24,1,15,1,< 1 Year,Yes,31659,152,298,0
1987,Male,47,1,3,0,1-2 Year,No,26706,124,138,0
1988,Male,66,1,8,0,1-2 Year,Yes,33504,155,193,0
1989,Male,75,1,8,0,1-2 Year,Yes,44437,26,81,0
1990,Male,58,1,28,0,1-2 Year,Yes,51903,122,251,0
1991,Female,24,1,3,1,< 1 Year,No,17595,152,49,0
1992,Female,32,1,15,0,1-2 Year,Yes,35289,154,116,0
1993,Female,32,1,47,1,< 1 Year,No,24274,152,42,0
1994,Male,46,1,46,1,1-2 Year,No,28515,124,193,0
1995,Female,23,1,41,0,1-2 Year,Yes,43246,124,226,0
1996,Male,28,1,3,1,< 1 Year,No,28616,152,110,0
1997,Female,31,1,15,1,< 1 Year,No,27428,152,105,0
1998,Female,70,1,28,0,1-2 Year,Yes,45710,26,175,0
1999,Female,35,1,8,1,1-2 Year,No,34327,4,109,0
2000,Male,40,1,30,0,1-2 Year,Yes,2630,156,120,0
2001,Male,25,1,24,1,< 1 Year,No,31400,152,255,0
2002,Female,34,1,43,0,1-2 Year,Yes,2630,156,134,0
2003,Female,32,1,3,0,1-2 Year,Yes,22598,155,18,1
2004,Female,40,1,18,0,1-2 Year,Yes,24365,26,119,0
2005,Female,25,1,28,1,< 1 Year,No,25156,152,41,0
2006,Male,20,1,15,0,< 1 Year,Yes,34278,160,78,0
2007,Female,25,1,41,1,< 1 Year,No,35865,152,55,0
2008,Male,47,1,23,0,1-2 Year,Yes,41793,124,154,1
2009,Male,64,1,28,0,1-2 Year,Yes,68901,124,157,0
2010,Male,47,1,28,0,1-2 Year,Yes,32504,26,144,0
2011,Male,48,1,0,0,1-2 Year,Yes,2630,3,177,1
2012,Male,37,1,46,0,1-2 Year,Yes,23695,26,201,0
2013,Male,44,1,28,0,1-2 Year,Yes,45077,156,26,0
2014,Male,53,1,12,0,1-2 Year,Yes,25850,26,164,0
2015,Male,25,1,18,1,< 1 Year,No,29886,152,176,0
2016,Male,57,1,21,0,> 2 Years,Yes,40960,124,56,0
2017,Male,41,1,8,1,1-2 Year,No,30449,26,79,0
2018,Male,32,1,28,0,1-2 Year,Yes,2630,124,245,1
2019,Female,24,1,23,1,< 1 Year,No,2630,152,40,0
2020,Male,47,1,7,0,1-2 Year,Yes,2630,26,20,1
2021,Female,69,1,28,0,1-2 Year,Yes,36157,122,148,0
2022,Female,23,1,7,1,< 1 Year,No,42920,152,90,0
2023,Male,40,1,28,0,1-2 Year,Yes,43713,26,291,0
2024,Female,29,1,28,0,< 1 Year,No,2630,1,200,0
2025,Male,46,1,8,0,1-2 Year,Yes,39019,124,120,0
2026,Female,37,1,15,0,1-2 Year,Yes,27491,14,177,0
2027,Male,43,1,28,0,> 2 Years,Yes,35082,26,185,0
2028,Male,21,1,33,1,< 1 Year,No,35878,152,42,0
2029,Female,25,1,30,0,< 1 Year,Yes,2630,26,125,0
2030,Male,34,1,28,0,1-2 Year,No,25829,154,154,0
2031,Female,42,1,45,0,1-2 Year,Yes,24316,124,190,0
2032,Male,51,1,28,0,1-2 Year,Yes,45925,124,161,1
2033,Male,43,1,46,0,> 2 Years,Yes,28547,124,69,1
2034,Male,45,1,28,0,1-2 Year,Yes,45013,26,60,0
2035,Female,69,1,15,0,1-2 Year,Yes,50446,26,266,1
2036,Male,23,1,15,0,< 1 Year,Yes,30151,152,268,0
2037,Male,38,1,8,0,1-2 Year,Yes,2630,26,129,0
2038,Male,45,1,16,0,1-2 Year,Yes,22795,124,283,0
2039,Male,26,1,11,1,< 1 Year,No,35934,152,174,0
2040,Female,24,1,41,1,< 1 Year,No,24074,152,82,0
2041,Female,22,1,30,0,< 1 Year,Yes,23984,152,262,0
2042,Female,25,1,46,1,< 1 Year,No,24436,152,115,0
2043,Male,51,1,28,0,> 2 Years,Yes,28356,26,221,1
2044,Male,50,1,15,0,> 2 Years,Yes,29434,26,74,0
2045,Male,50,1,24,0,< 1 Year,No,2630,1,22,0
2046,Male,26,1,11,1,< 1 Year,No,29628,152,246,0
2047,Male,25,1,3,0,< 1 Year,Yes,27696,152,285,0
2048,Male,49,1,7,0,1-2 Year,Yes,52388,26,229,1
2049,Male,76,1,28,1,1-2 Year,No,53510,124,37,0
2050,Male,64,1,29,1,1-2 Year,Yes,40403,26,142,0
2051,Male,38,1,28,0,1-2 Year,Yes,31408,124,162,1
2052,Male,22,1,28,0,< 1 Year,Yes,49225,152,270,0
2053,Male,22,1,8,0,< 1 Year,Yes,35291,152,199,0
2054,Female,22,1,33,1,< 1 Year,No,30100,152,67,0
2055,Male,30,1,28,0,< 1 Year,Yes,30431,156,18,1
2056,Female,23,1,46,1,< 1 Year,No,36320,152,85,0
2057,Female,43,1,41,0,1-2 Year,Yes,33996,124,85,1
2058,Female,40,1,41,0,1-2 Year,Yes,35331,109,264,0
2059,Female,23,1,29,1,< 1 Year,No,35291,152,24,0
2060,Male,57,1,28,1,1-2 Year,No,27515,26,74,0
2061,Female,63,1,7,0,> 2 Years,Yes,81063,124,272,0
2062,Female,44,1,47,0,1-2 Year,Yes,28217,26,270,0
2063,Female,51,1,28,0,1-2 Year,Yes,33777,124,162,0
2064,Female,35,1,28,0,1-2 Year,Yes,52605,124,252,0
2065,Female,24,1,47,1,< 1 Year,No,33683,152,162,0
2066,Male,68,1,28,0,1-2 Year,Yes,2630,156,273,0
2067,Female,45,1,28,0,1-2 Year,Yes,47076,122,161,1
2068,Female,34,1,33,0,1-2 Year,Yes,36235,124,281,1
2069,Female,23,1,32,0,< 1 Year,No,24711,152,299,0
2070,Male,73,1,28,0,1-2 Year,Yes,33762,26,122,1
2071,Male,69,1,28,0,1-2 Year,Yes,40125,26,267,0
2072,Female,36,1,28,1,1-2 Year,No,53847,152,296,0
2073,Female,33,1,17,0,< 1 Year,Yes,2630,154,43,0
2074,Male,58,1,41,0,1-2 Year,Yes,38589,136,97,0
2075,Male,33,1,28,0,1-2 Year,Yes,41453,163,196,0
2076,Female,46,1,41,1,1-2 Year,No,44198,124,136,0
2077,Male,27,1,10,1,< 1 Year,No,26569,152,31,0
2078,Female,44,1,28,0,1-2 Year,Yes,33144,26,219,0
2079,Male,23,1,30,1,< 1 Year,No,24391,152,74,0
2080,Female,25,1,13,1,< 1 Year,No,29946,152,143,0
2081,Male,42,1,3,1,1-2 Year,Yes,35542,124,236,0
2082,Female,25,1,22,1,< 1 Year,No,25117,152,57,0
2083,Female,42,1,19,0,1-2 Year,Yes,2630,26,19,1
2084,Male,38,1,28,1,1-2 Year,No,2630,26,271,0
2085,Male,21,1,28,1,< 1 Year,No,40421,152,132,0
2086,Male,80,1,46,1,1-2 Year,No,27128,26,90,0
2087,Female,29,1,28,1,< 1 Year,No,39342,152,288,0
2088,Male,29,1,46,0,< 1 Year,Yes,31223,152,245,0
2089,Female,30,1,41,0,< 1 Year,Yes,33701,154,213,0
2090,Female,45,1,46,0,1-2 Year,Yes,29419,124,194,0
2091,Male,22,1,6,0,< 1 Year,No,19436,152,199,0
2092,Male,46,1,28,0,1-2 Year,Yes,33432,26,236,1
2093,Male,22,1,8,1,< 1 Year,No,21900,160,227,0
2094,Female,23,1,21,1,< 1 Year,No,2630,152,14,0
2095,Female,24,1,6,1,< 1 Year,No,22881,152,225,0
2096,Female,51,1,35,0,1-2 Year,Yes,2630,26,260,1
2097,Male,40,1,28,0,1-2 Year,Yes,68718,124,256,0
2098,Male,20,1,34,1,< 1 Year,No,2630,160,167,0
2099,Male,44,1,28,0,1-2 Year,Yes,34623,124,71,0
2100,Male,22,1,3,1,< 1 Year,No,16056,160,194,0
2101,Male,25,1,14,1,< 1 Year,No,59651,152,230,0
2102,Male,39,1,8,0,1-2 Year,Yes,24160,124,144,1
2103,Male,46,1,15,1,1-2 Year,No,28329,154,178,0
2104,Male,43,1,28,0,> 2 Years,Yes,42186,26,42,1
2105,Male,23,1,8,1,< 1 Year,No,23727,152,293,0
2106,Male,25,1,8,0,< 1 Year,Yes,63347,152,249,0
2107,Female,32,1,17,0,1-2 Year,Yes,23046,124,33,1
2108,Male,29,1,11,1,< 1 Year,No,25811,152,183,0
2109,Male,43,1,28,0,1-2 Year,Yes,27381,163,44,1
2110,Female,55,1,28,0,1-2 Year,Yes,56261,26,77,0
2111,Male,58,1,46,1,1-2 Year,No,33172,11,210,0
2112,Male,44,1,8,0,1-2 Year,Yes,42971,26,230,0
2113,Male,73,1,28,1,1-2 Year,No,50254,26,75,0
2114,Male,25,1,2,1,< 1 Year,No,27131,152,189,0
2115,Male,45,1,29,1,1-2 Year,No,67786,124,252,0
2116,Female,20,1,36,1,< 1 Year,No,29193,160,224,0
2117,Female,24,1,15,0,< 1 Year,Yes,35052,152,33,0
2118,Male,23,1,8,1,< 1 Year,No,32313,151,26,0
2119,Male,26,1,29,1,< 1 Year,No,25135,152,144,0
2120,Female,49,1,41,0,1-2 Year,Yes,37477,124,233,0
2121,Male,30,1,50,0,< 1 Year,No,2630,1,239,0
2122,Female,52,1,31,0,1-2 Year,Yes,2630,154,138,0
2123,Female,43,1,28,0,1-2 Year,Yes,2630,16,128,1
2124,Male,31,1,29,1,1-2 Year,No,37616,26,218,0
2125,Male,45,1,20,1,1-2 Year,No,2630,157,237,0
2126,Female,25,1,28,1,< 1 Year,No,76543,152,237,0
2127,Female,20,1,5,0,< 1 Year,Yes,2630,160,213,0
2128,Male,44,1,28,1,1-2 Year,No,44224,92,237,0
2129,Female,47,1,28,0,1-2 Year,Yes,51990,124,186,0
2130,Male,70,1,26,1,1-2 Year,No,27888,22,219,0
2131,Female,24,1,32,0,< 1 Year,Yes,38544,152,98,0
2132,Male,50,1,38,0,1-2 Year,Yes,34841,156,146,1
2133,Female,33,1,28,0,< 1 Year,Yes,39001,26,277,0
2134,Male,75,1,41,1,1-2 Year,No,32132,26,127,0
2135,Male,28,1,17,1,< 1 Year,No,29737,152,238,0
2136,Male,63,1,15,0,1-2 Year,No,37539,124,247,0
2137,Male,29,1,29,0,< 1 Year,Yes,36677,152,73,0
2138,Male,48,1,28,1,1-2 Year,No,35911,26,288,0
2139,Male,24,1,14,1,< 1 Year,No,16288,152,236,0
2140,Female,24,1,50,1,< 1 Year,No,48532,152,96,0
2141,Male,49,1,50,0,1-2 Year,Yes,33283,8,126,1
2142,Male,34,1,50,0,1-2 Year,Yes,2630,157,187,0
2143,Male,45,1,28,0,1-2 Year,Yes,33537,26,72,1
2144,Male,47,1,46,0,> 2 Years,Yes,33461,26,281,0
2145,Male,32,1,33,0,< 1 Year,Yes,61507,124,81,0
2146,Male,53,1,28,0,1-2 Year,Yes,2630,26,192,1
2147,Female,26,1,28,0,< 1 Year,Yes,41069,152,216,0
2148,Male,24,1,47,1,< 1 Year,No,29291,152,226,0
2149,Female,23,1,3,1,< 1 Year,No,29495,152,116,0
2150,Female,41,1,28,0,1-2 Year,Yes,24496,124,177,0
2151,Female,25,1,28,1,< 1 Year,No,44689,152,240,0
2152,Male,22,1,22,0,< 1 Year,Yes,27191,152,167,0
2153,Male,38,1,48,1,1-2 Year,Yes,2630,52,30,0
2154,Male,54,1,24,0,> 2 Years,Yes,31847,26,124,0
2155,Male,34,1,4,0,1-2 Year,Yes,16254,157,20,1
2156,Male,48,1,28,0,> 2 Years,Yes,40105,25,40,1
2157,Male,21,1,8,0,< 1 Year,Yes,49232,160,189,0
2158,Male,25,1,29,1,< 1 Year,No,30413,152,39,0
2159,Male,33,1,41,0,< 1 Year,Yes,2630,124,198,0
2160,Female,60,1,8,1,1-2 Year,No,57111,7,123,0
2161,Male,66,1,8,0,1-2 Year,Yes,35236,26,108,1
2162,Male,24,1,29,1,< 1 Year,No,48456,152,188,0
2163,Female,40,1,45,0,1-2 Year,Yes,2630,154,125,0
2164,Female,23,1,2,0,< 1 Year,Yes,22902,152,74,0
2165,Male,25,1,39,1,< 1 Year,No,26290,151,135,0
2166,Female,23,1,8,1,< 1 Year,No,35706,152,104,0
2167,Male,21,1,36,0,< 1 Year,No,42926,160,36,1
2168,Male,34,1,4,0,< 1 Year,No,30112,26,52,0
2169,Female,27,1,8,1,< 1 Year,No,39800,152,164,0
2170,Male,23,1,3,1,< 1 Year,No,22487,160,182,0
2171,Male,41,1,29,0,1-2 Year,No,29241,124,130,0
2172,Female,55,1,47,0,> 2 Years,Yes,45095,124,160,0
2173,Male,43,1,41,0,1-2 Year,Yes,21058,26,221,0
2174,Female,25,1,3,1,< 1 Year,No,27996,152,211,0
2175,Female,22,1,50,1,< 1 Year,Yes,50754,152,129,0
2176,Male,41,1,28,0,1-2 Year,No,2630,61,37,0
2177,Male,79,1,40,0,1-2 Year,Yes,26630,26,17,1
2178,Female,25,1,8,0,< 1 Year,No,49630,152,180,0
2179,Male,25,1,28,0,< 1 Year,Yes,45399,152,125,0
2180,Female,31,1,35,1,< 1 Year,No,32448,152,75,0
2181,Female,77,1,24,1,1-2 Year,No,35384,26,124,0
2182,Female,25,1,30,0,< 1 Year,Yes,29397,152,29,0
2183,Female,27,1,28,0,1-2 Year,Yes,2630,156,32,0
2184,Female,74,1,28,0,1-2 Year,No,69856,26,176,0
2185,Male,25,1,28,1,< 1 Year,No,2630,152,245,0
2186,Male,24,1,25,1,< 1 Year,No,36570,152,250,0
2187,Male,76,1,28,1,1-2 Year,No,32859,26,205,0
2188,Male,51,1,48,1,1-2 Year,No,2630,124,101,0
2189,Male,27,1,45,0,< 1 Year,Yes,2630,152,32,0
2190,Male,41,1,28,0,1-2 Year,Yes,47967,4,260,0
2191,Male,20,1,2,0,< 1 Year,Yes,36753,160,281,0
2192,Female,28,1,50,0,< 1 Year,Yes,43792,152,183,0
2193,Male,54,1,28,1,1-2 Year,No,31881,26,131,0
2194,Male,23,1,8,1,< 1 Year,No,30778,151,191,0
2195,Female,69,1,8,0,1-2 Year,Yes,83666,3,288,0
2196,Female,38,1,28,0,1-2 Year,Yes,36475,13,104,0
2197,Male,49,1,8,0,1-2 Year,No,35708,7,292,0
2198,Male,33,1,41,1,< 1 Year,No,34373,152,219,0
2199,Male,30,1,28,0,< 1 Year,Yes,2630,158,147,0
2200,Female,29,1,10,1,< 1 Year,No,26700,152,14,0
2201,Female,23,1,3,1,< 1 Year,Yes,20569,160,160,0
2202,Female,29,1,11,0,< 1 Year,No,31687,152,116,0
2203,Female,36,1,28,0,1-2 Year,No,42310,124,267,0
2204,Female,41,1,28,0,1-2 Year,Yes,42393,26,137,0
2205,Male,52,1,45,1,1-2 Year,No,2630,26,293,0
2206,Male,24,1,48,0,1-2 Year,Yes,2630,26,256,1
2207,Female,21,1,7,1,< 1 Year,No,54289,152,184,0
2208,Female,61,1,39,1,1-2 Year,No,37700,26,253,0
2209,Male,50,1,43,0,1-2 Year,No,28083,156,23,0
2210,Male,60,1,46,0,1-2 Year,Yes,26097,11,225,0
2211,Female,21,1,46,1,< 1 Year,No,2630,152,275,0
2212,Female,60,1,48,1,1-2 Year,No,2630,124,44,0
2213,Female,24,1,8,0,< 1 Year,No,57147,152,117,0
2214,Male,79,1,28,1,1-2 Year,No,35948,26,55,0
2215,Male,54,1,28,0,1-2 Year,Yes,40205,26,48,1
2216,Female,26,1,3,1,< 1 Year,No,25886,152,108,0
2217,Male,55,1,28,0,1-2 Year,Yes,47646,4,196,0
2218,Male,50,1,28,1,1-2 Year,No,31728,124,250,0
2219,Male,25,1,8,1,< 1 Year,No,68115,152,131,0
2220,Female,64,1,28,1,1-2 Year,No,45546,52,12,0
2221,Female,25,1,8,0,< 1 Year,No,28832,152,19,0
2222,Female,33,1,14,0,1-2 Year,Yes,2630,156,81,0
2223,Female,40,1,28,0,1-2 Year,Yes,48055,26,99,0
2224,Male,64,1,18,0,1-2 Year,Yes,41136,26,190,0
2225,Female,55,1,47,0,1-2 Year,Yes,37008,26,282,0
2226,Female,45,1,28,0,1-2 Year,Yes,50120,13,258,1
2227,Male,38,1,23,0,1-2 Year,Yes,2630,157,14,0
2228,Male,76,1,28,1,1-2 Year,No,73424,26,210,0
2229,Male,73,1,28,0,1-2 Year,Yes,2630,125,280,0
2230,Male,42,1,8,1,1-2 Year,No,23804,31,144,0
2231,Female,24,1,13,1,< 1 Year,No,23019,152,97,0
2232,Male,28,1,49,0,1-2 Year,Yes,26996,156,136,1
2233,Female,25,1,30,1,< 1 Year,No,26333,152,94,0
2234,Male,61,1,36,0,1-2 Year,Yes,37590,30,223,0
2235,Female,30,1,8,0,1-2 Year,No,2630,124,236,0
2236,Female,49,1,28,1,1-2 Year,No,41169,26,223,0
2237,Female,75,1,15,0,1-2 Year,Yes,46254,14,264,0
2238,Male,30,1,21,1,1-2 Year,No,40972,124,291,0
2239,Female,25,1,37,0,< 1 Year,Yes,24924,152,171,0
2240,Female,23,1,10,1,< 1 Year,No,26527,152,59,0
2241,Female,25,1,12,1,< 1 Year,No,21361,152,170,0
2242,Male,56,1,30,0,1-2 Year,Yes,40197,124,90,0
2243,Female,48,1,40,0,1-2 Year,Yes,33565,26,202,0
2244,Female,37,1,24,0,1-2 Year,Yes,36046,124,229,0
2245,Female,38,1,50,1,1-2 Year,No,34937,124,26,0
2246,Male,64,1,16,0,> 2 Years,Yes,35934,124,264,1
2247,Female,23,1,46,1,< 1 Year,No,38500,152,275,0
2248,Male,29,1,28,0,1-2 Year,No,30241,37,216,0
2249,Male,58,1,28,0,1-2 Year,Yes,38821,26,213,0
2250,Female,64,1,48,0,1-2 Year,Yes,2630,26,105,0
2251,Female,71,1,3,0,1-2 Year,Yes,37181,124,262,0
2252,Male,25,1,15,0,< 1 Year,Yes,34334,152,274,0
2253,Female,21,1,46,1,< 1 Year,No,35303,160,254,0
2254,Male,32,1,41,1,1-2 Year,No,36353,12,180,0
2255,Male,26,1,16,1,< 1 Year,No,2630,160,257,0
2256,Male,24,1,33,1,< 1 Year,No,30474,152,291,0
2257,Female,25,1,23,1,< 1 Year,No,27285,152,201,0
2258,Female,66,1,8,0,1-2 Year,Yes,33995,7,220,0
2259,Female,33,1,8,1,< 1 Year,No,36748,152,167,0
2260,Female,55,1,1,0,> 2 Years,Yes,2630,26,72,1
2261,Female,53,1,8,0,1-2 Year,No,45663,124,20,0
2262,Male,25,1,8,1,< 1 Year,No,33425,152,38,0
2263,Male,22,1,30,1,< 1 Year,No,25887,152,50,0
2264,Female,38,1,39,0,1-2 Year,Yes,2630,154,204,1
2265,Male,21,1,33,1,< 1 Year,No,37796,152,200,0
2266,Male,25,1,28,0,1-2 Year,Yes,70880,163,93,1
2267,Male,39,1,37,1,1-2 Year,No,2630,26,257,0
2268,Female,52,1,28,0,> 2 Years,Yes,40952,26,170,0
2269,Female,38,1,29,0,1-2 Year,Yes,2630,157,284,0
2270,Male,42,1,28,1,1-2 Year,No,27664,26,48,0
2271,Female,25,1,11,1,< 1 Year,No,38980,152,262,0
2272,Male,47,1,28,0,1-2 Year,Yes,45384,124,110,0
2273,Female,33,1,7,0,1-2 Year,Yes,2630,26,231,0
2274,Female,22,1,50,1,< 1 Year,No,28248,152,271,0
2275,Female,64,1,28,1,1-2 Year,No,38111,26,63,0
2276,Male,60,1,28,1,1-2 Year,No,39013,124,166,0
2277,Male,64,1,37,0,> 2 Years,Yes,2630,156,76,0
2278,Male,38,1,8,1,1-2 Year,No,37336,7,248,0
2279,Male,22,1,16,0,< 1 Year,No,28442,152,186,0
2280,Male,49,1,30,1,1-2 Year,No,25460,124,279,0
2281,Male,27,1,8,1,< 1 Year,No,42952,152,71,0
2282,Male,42,1,2,0,1-2 Year,Yes,26906,157,125,0
2283,Male,24,1,39,1,< 1 Year,No,39135,152,96,0
2284,Female,31,1,13,0,< 1 Year,Yes,31151,152,114,0
2285,Male,37,1,8,0,1-2 Year,Yes,31777,124,61,0
2286,Female,27,1,8,1,< 1 Year,No,59246,152,262,0
2287,Female,71,1,28,0,> 2 Years,Yes,34735,26,151,0
2288,Female,66,1,46,0,1-2 Year,Yes,2630,156,142,0
2289,Male,44,1,28,0,> 2 Years,Yes,48604,26,47,0
2290,Male,69,1,3,0,> 2 Years,Yes,19067,154,254,0
2291,Male,27,1,28,1,< 1 Year,No,22833,152,219,0
2292,Male,28,1,32,1,< 1 Year,No,24657,160,207,0
2293,Female,38,1,4,1,1-2 Year,No,38951,152,34,0
2294,Female,25,1,21,1,< 1 Year,No,27519,152,43,0
2295,Male,42,1,8,0,1-2 Year,Yes,57149,124,282,1
2296,Male,54,1,15,0,1-2 Year,Yes,27350,124,54,0
2297,Male,36,1,11,0,1-2 Year,Yes,48850,124,35,0
2298,Male,27,1,47,0,< 1 Year,Yes,27622,152,217,0
2299,Male,49,1,30,1,1-2 Year,No,27841,26,132,0
2300,Male,42,1,28,0,1-2 Year,Yes,35495,124,295,1
2301,Male,53,1,28,0,> 2 Years,Yes,44746,124,187,0
2302,Male,41,1,19,0,1-2 Year,No,27755,61,105,0
2303,Female,24,1,2,1,< 1 Year,No,28775,152,166,0
2304,Male,73,1,28,0,1-2 Year,Yes,30420,122,167,0
2305,Female,44,1,28,0,1-2 Year,Yes,48741,26,184,1
2306,Female,33,1,36,0,1-2 Year,No,38618,124,280,1
2307,Male,39,1,28,0,> 2 Years,Yes,2630,157,212,0
2308,Male,21,1,15,0,< 1 Year,Yes,30533,160,187,0
2309,Male,22,1,15,0,< 1 Year,No,37373,152,54,0
2310,Female,23,1,15,1,< 1 Year,No,23688,152,186,0
2311,Female,25,1,30,1,< 1 Year,No,26452,152,31,0
2312,Female,24,1,41,1,< 1 Year,No,48543,152,94,0
2313,Female,27,1,12,0,< 1 Year,Yes,36007,152,237,0
2314,Male,47,1,11,0,1-2 Year,Yes,27241,124,150,1
2315,Male,42,1,39,0,1-2 Year,Yes,2630,154,204,1
2316,Male,32,1,11,1,< 1 Year,No,37513,152,261,0
2317,Male,64,1,35,0,1-2 Year,Yes,2630,26,25,0
2318,Female,23,1,6,1,< 1 Year,No,34846,152,299,0
2319,Male,33,1,8,0,< 1 Year,Yes,41618,154,144,1
2320,Male,45,1,41,0,1-2 Year,Yes,31262,106,21,1
2321,Female,27,1,50,1,< 1 Year,No,56392,152,137,0
2322,Male,59,1,47,0,> 2 Years,Yes,17071,16,256,1
2323,Female,65,1,0,0,> 2 Years,Yes,2630,26,151,0
2324,Female,23,1,41,1,< 1 Year,No,23916,152,250,0
2325,Male,24,1,46,0,< 1 Year,No,29730,152,231,0
2326,Male,61,1,41,0,1-2 Year,Yes,26952,124,146,0
2327,Male,40,1,28,0,1-2 Year,Yes,46861,124,234,0
2328,Female,23,1,35,1,< 1 Year,No,31960,152,175,0
2329,Male,24,1,36,0,< 1 Year,Yes,52011,151,245,0
2330,Male,35,1,49,0,1-2 Year,Yes,2630,163,202,1
2331,Female,20,1,46,1,< 1 Year,No,32216,160,38,0
2332,Male,36,1,8,1,1-2 Year,No,29159,124,41,0
2333,Male,32,1,47,0,1-2 Year,Yes,38517,157,245,0
2334,Female,22,1,25,1,< 1 Year,No,27857,152,93,0
2335,Male,51,1,29,0,1-2 Year,Yes,29234,124,252,0
2336,Female,51,1,28,0,1-2 Year,Yes,50522,26,193,0
2337,Male,47,1,8,1,1-2 Year,No,2630,124,37,0
2338,Female,78,1,36,1,1-2 Year,No,2630,26,11,0
2339,Female,42,1,28,0,1-2 Year,Yes,28768,24,207,0
2340,Male,46,1,8,1,1-2 Year,Yes,38996,124,248,0
2341,Male,73,1,28,0,1-2 Year,Yes,32921,125,35,0
2342,Female,22,1,17,1,< 1 Year,No,2630,152,117,0
2343,Male,32,1,8,0,1-2 Year,Yes,2630,156,143,0
2344,Male,70,0,28,0,1-2 Year,Yes,51176,26,281,1
2345,Female,31,1,28,0,< 1 Year,No,2630,1,48,0
2346,Male,48,1,28,0,1-2 Year,No,22863,26,147,0
2347,Male,48,1,8,0,1-2 Year,Yes,33445,26,221,1
2348,Male,25,1,29,0,1-2 Year,Yes,23272,124,211,0
2349,Male,42,1,7,1,1-2 Year,No,26397,124,112,0
2350,Male,39,1,35,0,1-2 Year,Yes,30949,154,109,0
2351,Female,39,1,28,0,1-2 Year,Yes,2630,26,103,0
2352,Female,22,1,11,0,< 1 Year,Yes,2630,156,118,0
2353,Male,27,1,11,1,< 1 Year,No,52803,152,146,0
2354,Male,30,1,23,0,1-2 Year,Yes,2630,156,63,1
2355,Male,77,1,50,1,1-2 Year,No,42327,124,10,0
2356,Male,23,1,50,1,< 1 Year,No,25117,152,56,0
2357,Male,23,1,29,1,< 1 Year,No,30427,152,121,0
2358,Male,54,1,33,0,1-2 Year,Yes,38402,29,60,0
2359,Female,52,1,18,1,1-2 Year,No,42753,122,93,0
2360,Male,42,1,22,0,1-2 Year,Yes,29603,26,191,1
