Id,LotFrontage,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,KitchenQual,Fireplaces,GarageCars,GarageArea,SalePrice
845,84,CollgCr,5,1979,1979,TA,0,2,471,130772.8688
846,49,NridgHt,6,2005,2006,Gd,1,2,487,208207.6234
847,94,Edwards,9,2007,2008,Ex,1,3,795,320056.149
848,80,Gilbert,8,2005,2005,Gd,1,3,827,240247.6711
849,64,Crawfor,5,1956,1956,TA,2,2,511,244916.079
850,88,NAmes,5,1961,1990,TA,1,2,468,156852.4708
851,,CollgCr,6,2003,2003,Gd,0,2,447,137912.3116
852,84,NridgHt,8,2004,2005,Ex,1,3,883,274915.2836
853,67,Gilbert,7,2004,2005,Gd,1,2,461,215160.6726
854,76,CollgCr,7,1999,1999,Gd,0,2,542,201205.8317
855,74,NAmes,5,1962,1962,TA,1,1,315,120932.1843
856,84,Mitchel,8,1994,1995,Gd,2,2,509,267079.3133
857,76,Edwards,5,1956,1956,TA,0,1,367,118457.2201
858,85,NAmes,4,1957,1957,TA,0,1,379,109251.5228
859,60,SWISU,6,1930,1950,TA,0,1,187,91034.8255
860,105,ClearCr,6,1988,1989,TA,1,2,548,211279.407
861,52,Timber,7,1990,1991,Gd,1,2,427,187766.0498
862,60,Edwards,5,1946,1950,TA,0,0,27,96048.80116
863,56,NridgHt,9,2008,2008,Ex,1,2,566,243893.2837
864,,Sawyer,5,1967,1967,TA,0,1,315,125555.9787
865,131,Edwards,5,1959,1996,Ex,2,2,651,275473.2037
866,52,MeadowV,5,1976,1976,TA,1,2,599,130120.5126
867,121,Timber,9,2008,2008,Ex,1,3,807,349442.801
868,63,SawyerW,6,1993,1993,Gd,0,2,557,154057.6301
869,58,BrkSide,5,1958,2008,TA,0,0,27,116644.2798
870,,NWAmes,6,1967,1976,TA,1,2,507,197931.0909
871,81,NAmes,6,1957,1999,Gd,0,1,342,138822.3217
872,90,Mitchel,6,1974,1974,TA,1,2,555,148309.2535
873,59,BrkSide,3,1945,1950,Fa,0,0,27,61672.86262
874,,Edwards,4,1940,1950,TA,0,2,566,82750.65587
875,78,NAmes,5,1959,1959,TA,1,1,823,143143.567
876,83,OldTown,5,1946,1950,TA,1,3,896,142969.6596
877,58,IDOTRR,6,1937,1950,TA,1,1,225,119644.7912
878,59,BrkSide,5,1936,1950,TA,0,2,603,141578.5171
879,,Gilbert,7,2006,2006,Gd,0,3,644,246064.8141
880,58,OldTown,6,1938,2000,Fa,0,1,267,116564.792
881,58,Edwards,6,1946,1950,Gd,1,1,267,153499.7824
882,38,Somerst,7,2005,2005,Gd,0,2,507,151050.7773
883,83,Sawyer,5,1965,1965,TA,0,2,531,131767.5189
884,,NWAmes,6,1984,1984,TA,0,2,507,150705.6324
885,86,Crawfor,5,1949,2005,Fa,1,1,322,138480.1236
886,32,NPkVill,7,1975,1975,TA,0,1,335,107777.3632
887,90,NoRidge,7,1995,1995,Gd,1,3,748,290223.9743
888,29,BrDale,6,1971,1971,TA,0,1,291,85524.26042
889,93,NAmes,6,1961,1961,Gd,1,2,395,179088.0703
890,95,Gilbert,7,2004,2004,Gd,1,2,427,177218.9495
891,58,Edwards,5,1975,1975,TA,0,0,27,103608.9425
892,79,Sawyer,6,1977,1977,TA,1,2,555,143501.7214
893,86,Somerst,8,2007,2007,Gd,1,3,785,245025.8426
894,84,NAmes,7,1958,2001,TA,1,2,522,179909.7437
895,139,NridgHt,9,2004,2005,Ex,1,3,843,350159.0053
896,121,NAmes,5,1935,2007,Gd,0,3,1227,185960.2139
897,,Mitchel,6,1977,1977,Gd,2,2,741,196008.3753
898,58,BrkSide,5,1925,1997,TA,1,1,243,117028.7422
899,68,NAmes,5,1951,1951,TA,1,2,603,115687.3264
900,83,Somerst,6,2009,2009,Gd,0,2,703,208481.7242
901,,Edwards,5,1978,1978,TA,0,1,279,140338.5259
902,71,Gilbert,6,1998,1998,TA,1,2,420,163340.0806
903,100,NoRidge,8,1994,1994,Gd,1,3,871,290027.0747
904,86,NAmes,6,1949,1950,TA,1,1,342,143086.151
905,58,BrkSide,3,1946,1950,Gd,0,0,27,62473.5186
906,68,CollgCr,5,1994,1994,TA,0,1,411,145061.3823
907,64,OldTown,5,1920,1990,TA,1,1,207,95143.67968
908,73,Edwards,6,1976,1976,TA,1,2,555,135632.2306
909,63,NAmes,5,1956,1956,TA,0,2,711,123704.9414
910,87,NAmes,5,1953,1953,TA,0,1,297,123029.1402
911,95,NridgHt,9,2008,2008,Ex,1,3,954,333335.5165
912,29,BrDale,6,1972,2007,Gd,0,1,291,118152.6796
913,86,NWAmes,6,1972,2006,Gd,1,2,703,197583.1474
914,96,Timber,7,2008,2008,Gd,1,3,687,218435.9744
915,58,IDOTRR,4,1925,1950,Fa,0,1,299,74782.42053
916,49,StoneBr,8,2001,2002,Ex,1,2,709,286337.2201
917,88,Timber,7,2002,2003,Gd,1,2,537,215066.056
918,76,SawyerW,6,2003,2003,Gd,0,2,569,194711.9144
919,58,NAmes,6,1948,2002,TA,1,1,267,132019.417
920,68,NAmes,5,1952,1952,Fa,0,1,345,123273.0446
921,65,CollgCr,7,1998,1999,Gd,0,2,554,188246.1594
922,68,OldTown,4,1910,1950,TA,1,2,675,121152.4691
923,,Somerst,7,2003,2003,Gd,0,2,523,144848.8074
924,,NWAmes,6,1963,1963,TA,2,2,555,143025.1555
925,59,BrkSide,2,1936,1950,Fa,1,0,27,60341.7983
926,94,CollgCr,7,2005,2006,Gd,0,3,892,221862.6068
927,68,Edwards,5,1941,1960,TA,0,2,687,117165.7187
928,,Sawyer,5,1967,1967,TA,0,1,297,126395.9417
929,32,NPkVill,6,1975,1975,TA,0,2,487,143759.9369
930,42,NridgHt,6,2005,2006,Gd,1,2,658,199844.3659
931,88,NAmes,5,1967,1967,TA,0,1,595,146865.2764
932,49,CollgCr,7,2004,2005,Gd,1,2,461,195192.5012
933,68,NAmes,5,1954,1954,TA,0,1,377,110821.9272
934,55,NAmes,5,1957,1997,TA,2,1,346,207730.8793
935,104,SawyerW,7,2004,2004,Gd,0,2,505,198841.6453
936,,Timber,7,2003,2004,Gd,1,2,479,282137.5491
937,104,NridgHt,8,2008,2008,Ex,1,3,801,394828.0788
938,71,OldTown,4,1940,1985,TA,0,2,467,120523.9408
939,,NPkVill,6,1976,1976,TA,0,2,467,143755.0049
940,68,NAmes,5,1950,1950,TA,1,1,384,104413.4161
941,68,NAmes,3,1950,1950,TA,0,2,427,93515.00572
942,74,IDOTRR,4,1896,1950,TA,0,1,357,75154.49245
943,51,Blmngtn,7,2005,2006,Gd,0,2,467,168271.2206
944,29,BrDale,6,1972,1972,TA,0,1,379,103034.8034
945,,Gilbert,7,1999,1999,Gd,1,2,517,225097.3347
946,58,BrkSide,6,1947,1950,TA,2,2,447,159325.5071
947,46,Veenker,8,1996,1996,Ex,2,2,527,245627.0111
948,63,OldTown,5,1930,1950,TA,1,0,27,87297.69063
949,40,Mitchel,6,1997,1997,TA,0,2,419,152510.5224
950,96,Sawyer,5,1961,1995,Gd,0,2,603,148040.4044
951,,Mitchel,6,1977,1977,TA,1,2,555,201820.1136
952,58,BrkSide,5,1939,1998,TA,0,1,251,134557.8676
953,,Timber,6,1999,2000,Gd,0,2,462,216436.3549
954,67,Edwards,5,1955,1955,TA,0,1,327,135537.6004
955,,Crawfor,7,1940,1950,TA,2,2,427,218542.368
956,68,Edwards,4,1954,1954,TA,1,1,307,119134.6044
957,,OldTown,5,1920,1962,TA,0,1,342,108608.1818
958,78,Crawfor,8,1932,1994,Gd,2,2,467,315129.022
959,88,Somerst,8,2006,2007,Gd,0,2,511,188959.6129
960,43,Blueste,8,1989,1989,Gd,1,2,558,165467.0081
961,68,NAmes,3,1950,1950,TA,0,2,427,92989.03288
962,,NoRidge,10,2001,2002,Ex,2,3,831,466606.9906
963,71,Gilbert,7,1996,1996,Gd,0,2,447,175016.4211
964,73,CollgCr,7,2007,2007,Gd,1,2,511,173497.3507
965,,Sawyer,5,1967,1967,TA,1,2,555,148665.5587
966,68,NAmes,5,1953,2006,Ex,0,1,363,153188.5524
967,,Crawfor,8,1935,1997,Gd,2,3,1041,381152.8201
968,,CollgCr,8,2003,2003,Gd,1,2,597,245250.5392
969,90,NridgHt,9,2005,2006,Ex,1,2,548,344562.5473
970,65,CollgCr,5,1996,1996,TA,0,2,603,148107.1902
971,92,Somerst,9,2006,2006,Ex,1,3,815,320333.8897
972,88,CollgCr,8,2003,2003,Gd,1,3,877,296923.5303
973,68,OldTown,4,1925,1993,TA,0,2,607,128148.4879
974,68,IDOTRR,4,1895,1950,TA,0,1,212,75809.23747
975,88,Crawfor,5,1977,1977,Gd,1,2,648,217519.375
976,70,Somerst,7,2004,2005,Gd,0,2,427,185155.5894
977,99,NoRidge,7,1993,1994,Gd,1,3,810,288250.3354
978,88,NAmes,5,1960,1960,TA,2,1,378,146609.1127
979,106,BrkSide,5,1920,1950,TA,1,2,522,144001.7296
980,128,IDOTRR,3,1935,1950,TA,0,3,1275,81019.84861
981,73,SawyerW,6,1992,1992,Gd,0,2,511,176004.2735
982,68,BrkSide,6,1941,1950,TA,1,2,467,131119.7699
983,,NAmes,6,1954,1954,TA,0,2,479,159084.3866
984,69,NAmes,6,1969,2005,Gd,0,2,467,156001.5644
985,59,BrkSide,5,1931,1993,TA,0,1,207,105069.6239
986,67,Gilbert,6,2007,2007,Gd,0,2,599,168758.9789
987,72,Gilbert,7,1999,1999,TA,1,2,437,170288.8777
988,118,NridgHt,8,2006,2007,Ex,1,3,697,327093.102
989,53,CollgCr,6,1999,1999,TA,1,2,557,199931.4177
990,68,CollgCr,5,1972,1972,TA,0,1,379,124901.2622
991,68,OldTown,7,1890,1998,TA,0,2,731,159531.7909
992,58,BrkSide,6,1937,2000,TA,0,2,651,135088.155
993,78,NAmes,5,1955,1955,TA,2,1,417,121150.6525
994,68,OldTown,5,1948,1950,TA,0,1,267,143337.1065
995,80,NAmes,5,1957,1996,Gd,1,1,474,134457.2815
996,58,OldTown,5,1947,1950,TA,0,1,267,110052.3724
997,68,Edwards,4,1955,1955,TA,1,1,382,97968.76718
998,88,NAmes,6,1955,1972,TA,2,1,391,153177.5142
999,32,BrDale,6,1973,1973,TA,0,2,467,101122.0918
1000,55,NridgHt,6,2005,2005,Gd,1,2,511,200469.3365
1001,76,CollgCr,5,1972,1972,TA,0,2,511,123852.9382
1002,68,IDOTRR,5,1920,1950,TA,0,1,365,67261.30421
1003,65,StoneBr,8,1995,1996,Gd,0,2,555,245254.1106
1004,88,NWAmes,6,1971,1971,TA,0,2,468,159670.722
1005,100,NoRidge,8,1999,2007,Gd,1,3,698,290397.5345
1006,58,Mitchel,5,1971,1971,TA,0,0,27,112898.7218
1007,48,CollgCr,5,1975,2001,TA,0,2,467,171584.9552
1008,65,OldTown,5,1939,1950,TA,1,2,427,138523.6184
1009,78,Mitchel,5,2007,2007,TA,0,0,27,147096.221
1010,79,Sawyer,5,1977,1977,TA,0,2,511,135033.0456
1011,,NAmes,5,1971,2008,TA,1,2,527,150265.0895
1012,43,Somerst,7,2006,2007,Gd,0,2,555,164767.0829
1013,,Gilbert,6,2002,2002,Gd,2,2,467,216707.2239
1014,78,NAmes,6,1957,1957,TA,2,2,469,156514.9259
1015,66,OldTown,7,1900,1970,TA,0,2,603,150008.2525
1016,72,CollgCr,5,2005,2005,Gd,0,2,427,164089.7335
1017,99,Sawyer,6,1954,1995,Gd,1,2,521,148068.2377
1018,78,CollgCr,7,2004,2005,Gd,1,2,511,216840.1889
1019,101,Timber,8,2006,2007,Gd,1,3,739,283509.0418
1020,67,Gilbert,7,2005,2005,Gd,0,2,427,190015.8846
1021,88,NWAmes,7,1970,1970,TA,1,2,557,174229.5212
1022,86,Somerst,8,2008,2009,Ex,1,3,867,287155.4737
1023,,Veenker,7,1990,1990,Gd,1,2,591,257467.8417
1024,93,NAmes,5,1966,1966,TA,1,2,511,160014.5941
1025,128,IDOTRR,6,1963,1963,TA,1,2,685,179770.7145
1026,52,Crawfor,8,2006,2007,Gd,1,2,565,235061.473
1027,61,Crawfor,7,1941,1950,TA,2,1,267,164038.2051
1028,83,NAmes,5,1959,2002,Gd,0,2,651,150780.8827
1029,107,NridgHt,8,2004,2004,Ex,1,3,943,349710.5148
1030,78,NAmes,5,1960,1960,TA,0,1,431,127027.297
1031,,BrkSide,6,1938,1950,TA,1,2,555,142039.1657
1032,83,Edwards,5,1966,1966,TA,0,1,291,118890.827
1033,97,NAmes,5,1951,1951,TA,0,2,555,138165.0064
1034,,Mitchel,5,1999,1999,TA,1,2,713,166077.287
1035,59,SWISU,5,1931,1950,TA,1,0,27,104679.7953
1036,58,CollgCr,6,1977,1977,TA,0,1,344,145779.8998
1037,68,NAmes,4,1960,1960,TA,1,2,423,128433.8445
1038,68,BrkSide,4,1970,1970,TA,0,2,603,129007.8782
1039,,Gilbert,6,2000,2000,TA,1,2,487,172535.9923
1040,32,Somerst,7,2004,2005,Gd,0,2,507,158392.4654
1041,83,IDOTRR,5,1958,1958,TA,0,1,383,143741.7473
1042,73,SawyerW,6,2004,2004,Gd,0,2,547,173129.7661
1043,89,Crawfor,7,1929,1950,TA,1,2,478,198772.9609
1044,81,Gilbert,7,2007,2007,Gd,0,2,463,176609.9165
1045,51,Blmngtn,7,2005,2006,Gd,1,2,424,160553.7567
1046,63,Mitchel,6,1976,1976,TA,0,2,601,151289.3898
1047,,NridgHt,8,2007,2007,Ex,1,3,801,306378.7188
1048,71,SawyerW,6,2005,2005,TA,0,2,511,142511.5899
1049,98,NAmes,5,1966,1966,TA,0,2,531,147718.391
1050,93,CollgCr,7,2007,2007,Gd,0,3,841,210230.8085
1051,74,NAmes,5,1952,2003,TA,0,1,307,134136.7676
1052,,OldTown,5,1952,1952,TA,0,1,447,107712.9131
1053,74,Edwards,6,1918,1950,TA,1,2,423,185125.4633
1054,68,IDOTRR,6,1935,1982,TA,0,0,27,84550.78212
1055,88,NAmes,5,1950,2007,Gd,1,1,291,147095.4495
1056,84,SawyerW,6,1993,1993,Gd,0,2,533,187260.6322
1057,49,Crawfor,8,2005,2006,Ex,1,2,522,323479.1237
1058,118,Crawfor,4,1930,2003,Gd,1,1,258,157932.5726
1059,68,Edwards,4,1941,1950,Fa,0,1,307,80034.98489
1060,67,Crawfor,8,2006,2007,Gd,1,2,522,288925.1764
1061,78,Crawfor,7,1932,1990,Gd,2,3,606,209616.0596
1062,73,Gilbert,7,2004,2005,Gd,0,2,464,190017.4313
1063,81,Timber,5,2006,2007,Gd,0,2,427,167501.7983
1064,78,Gilbert,6,1997,1997,TA,1,2,440,185005.6651
1065,72,CollgCr,7,2004,2004,Gd,0,2,547,185918.4309
1066,68,Edwards,5,1938,2007,Ex,0,0,27,106864.0685
1067,45,Somerst,7,2004,2005,Gd,0,2,522,175713.4723
1068,68,OldTown,5,1925,1994,Gd,0,1,277,125310.3159
1069,78,NAmes,5,1959,1959,Gd,1,2,474,165935.341
1070,88,Edwards,4,2003,2004,TA,0,2,467,140003.3861
1071,78,OldTown,7,1910,2005,TA,0,2,459,161921.1774
1072,108,Mitchel,5,1967,1967,TA,0,2,603,143076.0596
1073,,NAmes,5,1959,2006,Gd,1,2,603,162135.862
1074,50,OldTown,3,1905,1950,TA,0,1,243,101057.1051
1075,80,CollgCr,7,2003,2003,Gd,0,2,527,180082.6875
1076,67,StoneBr,9,2005,2006,Ex,1,3,697,451668.7655
1077,88,Mitchel,5,2002,2002,Gd,1,3,677,183310.2507
1078,96,Gilbert,6,2005,2005,Gd,0,2,415,190783.7808
1079,78,SawyerW,6,1997,1998,TA,0,2,715,180233.7767
1080,102,CollgCr,7,2009,2009,Gd,0,3,767,198929.2439
1081,98,NAmes,6,1967,1967,TA,0,2,577,162212.024
1082,78,NridgHt,7,2005,2006,Gd,0,3,905,258862.6603
1083,,StoneBr,8,1986,1986,Gd,0,2,488,170002.5584
1084,74,IDOTRR,4,1900,1950,TA,0,1,411,102794.1165
1085,80,Mitchel,6,1977,1977,TA,2,2,568,177788.6341
1086,68,OldTown,4,1900,2000,TA,0,0,27,106427.5384
1087,,NoRidge,8,1993,1993,Gd,1,3,823,310399.8723
1088,68,NAmes,5,1952,2005,Gd,0,1,257,138349.1332
1089,75,Edwards,4,1923,2008,Gd,0,1,232,118634.6215
1090,68,SWISU,5,1915,1950,TA,0,0,27,105848.4405
1091,,SawyerW,6,1993,1997,Gd,0,2,519,196283.3935
1092,72,CollgCr,7,2006,2006,Gd,0,2,659,206287.9014
1093,68,OldTown,4,1885,1950,TA,0,2,587,122858.739
1094,101,NridgHt,8,2007,2007,Ex,1,3,955,318043.4285
1095,73,Edwards,4,1955,1955,Fa,0,0,27,82000.45786
1096,78,NAmes,5,1956,2000,TA,0,1,279,132127.57
1097,98,SawyerW,7,1990,1990,Gd,2,3,621,320001.7
1098,,Sawyer,5,1963,1963,Gd,0,2,467,136203.5271
1099,68,CollgCr,5,1972,1972,TA,0,2,627,123183.1234
1100,,Gilbert,7,1999,1999,Gd,1,2,417,214105.3214
1101,68,OldTown,5,1910,1981,TA,0,2,467,110360.855
1102,73,CollgCr,6,1995,1995,Gd,1,2,500,167135.9291
1103,68,NAmes,5,1962,1962,TA,0,1,321,104555.3512
1104,138,NWAmes,6,1968,1968,TA,0,2,555,160838.579
1105,81,CollgCr,7,2006,2006,Gd,0,2,702,204903.4184
1106,68,OldTown,5,1920,1950,TA,1,2,747,120204.1175
1107,83,Somerst,8,2008,2008,Gd,0,2,703,210116.2198
1108,67,NridgHt,7,2004,2004,Gd,1,2,511,207038.2557
1109,43,Edwards,5,2005,2005,TA,0,2,552,145277.3021
1110,103,CollgCr,8,2008,2008,Gd,0,3,837,224478.5039
1111,,NAmes,6,1960,1960,TA,2,2,525,157925.4557
1112,58,OldTown,8,1890,2002,Gd,0,2,651,190722.4484
1113,92,Edwards,4,1946,1950,TA,0,1,363,84056.2144
1114,65,Gilbert,7,1996,1997,TA,1,2,433,175181.4205
1115,89,Sawyer,5,1956,1998,TA,1,1,350,146388.5388
1116,88,Somerst,7,2002,2002,Gd,1,2,623,227222.7317
1117,88,NAmes,6,1959,1959,Gd,0,2,555,142071.7323
1118,67,IDOTRR,5,1920,1997,TA,0,1,495,147116.1919
1119,,CollgCr,8,2001,2002,Gd,1,2,697,272084.8296
1120,78,CollgCr,7,2001,2001,Gd,0,2,600,178152.707
1121,58,BrkSide,5,1924,2003,TA,1,2,397,118869.8125
1122,68,OldTown,6,1910,1998,TA,1,2,533,134049.7852
1123,101,NoRidge,8,1998,1998,Gd,1,2,447,258014.8593
1124,29,BrDale,6,1970,1970,TA,0,1,307,106134.8773
1125,74,Crawfor,6,1926,1950,TA,1,1,396,145564.2625
1126,,CollgCr,7,2000,2000,Gd,1,3,866,235001.0271
1127,29,MeadowV,4,1970,1970,TA,0,0,27,78985.29368
1128,98,Crawfor,5,1953,1953,TA,2,1,402,157019.2549
1129,58,Sawyer,4,1946,2001,Fa,0,1,247,91107.01101
1130,,CollgCr,8,2001,2002,Gd,1,3,775,275194.4282
1131,72,CollgCr,7,2006,2006,Gd,1,2,511,182164.7472
1132,71,SawyerW,6,2005,2006,Gd,0,0,27,137470.0383
1133,66,NoRidge,7,1998,1998,TA,0,2,513,221199.1309
1134,,Timber,5,1965,1965,TA,2,2,556,229344.9496
1135,78,CollgCr,6,2003,2003,Gd,0,2,571,200264.8618
1136,78,IDOTRR,4,1930,1950,Fa,0,0,27,55093.72542
1137,68,OldTown,6,1900,2004,Gd,0,2,427,142246.5809
1138,93,NridgHt,8,2003,2004,Gd,1,3,907,284096.5984
1139,82,Edwards,5,1925,1950,TA,1,2,603,136282.9971
1140,83,CollgCr,7,1997,1997,Gd,1,2,648,215573.7195
1141,88,NAmes,6,1958,1988,TA,1,1,365,139013.956
1142,78,Sawyer,6,1978,1978,TA,1,2,467,172674.3898
1143,68,BrkSide,4,1927,1950,Fa,0,1,267,68769.88804
1144,72,SawyerW,5,1979,1979,TA,0,2,427,118869.2951
1145,68,Edwards,5,1957,2006,TA,1,1,279,120055.7286
1146,68,Mitchel,5,1982,2003,TA,0,2,843,138049.5053
1147,78,NAmes,5,1955,1975,TA,1,1,337,155010.0224
1148,118,NridgHt,8,2007,2007,Gd,1,3,965,368266.2851
1149,,Sawyer,5,1965,1965,TA,0,1,335,126984.997
1150,29,BrDale,6,1973,1973,TA,0,1,291,113176.3659
1151,97,NridgHt,9,2007,2008,Ex,1,3,971,325672.0133
1152,86,Somerst,8,2008,2008,Gd,1,3,753,258120.9905
1153,78,NAmes,5,1960,2002,TA,0,1,281,135003.0957
1154,,NWAmes,6,1969,1969,TA,0,2,507,145753.4867
1155,86,NWAmes,7,1967,1967,TA,0,2,504,171308.3974
1156,83,CollgCr,8,2002,2002,Gd,1,2,604,237233.1337
1157,71,SawyerW,6,2004,2004,Gd,0,0,27,135613.5859
1158,76,Timber,8,2006,2007,Ex,1,2,529,246256.3375
1159,88,NAmes,5,1955,1955,TA,0,1,327,132907.9564
1160,73,Mitchel,6,1978,1978,TA,0,2,643,147276.1308
1161,86,NWAmes,5,1975,1975,TA,0,2,522,153531.3141
1162,68,NAmes,4,1971,2006,TA,0,2,603,123419.8886
1163,79,CollgCr,8,2007,2007,Gd,1,3,897,240482.5222
1164,83,Mitchel,8,2000,2001,Gd,1,3,669,246309.86
1165,80,Edwards,6,1915,1950,TA,0,2,555,93823.18329
1166,56,OldTown,3,1920,1950,Fa,0,1,277,73198.06229
1167,58,BrkSide,5,1948,2001,TA,0,1,267,127205.0382
1168,73,CollgCr,7,2004,2004,Gd,0,2,511,210114.0588
1169,78,Edwards,5,1955,1999,Gd,0,1,315,132515.2362
1170,,Somerst,6,2008,2008,Gd,1,2,668,190249.8462
1171,,NAmes,5,1965,1965,TA,1,2,576,175754.0129
1172,72,Edwards,4,1959,1959,TA,0,1,347,97832.65203
1173,43,Somerst,9,1999,2000,Ex,1,2,511,252732.536
1174,,SawyerW,7,1988,1988,Gd,1,2,646,222318.5678
1175,83,OldTown,10,1893,2000,Gd,1,2,907,325119.7265
1176,90,Crawfor,6,1946,1950,TA,0,2,519,145043.4189
1177,93,Somerst,10,2008,2008,Ex,1,3,839,310001.6725
1178,58,BrkSide,5,1925,1950,TA,0,5,1211,122032.8375
1179,,NWAmes,7,1976,1976,TA,1,2,623,169378.2356
1180,72,IDOTRR,2,1939,1950,TA,0,1,283,60703.95097
1181,83,Edwards,4,1954,1954,TA,1,2,531,138278.7078
1182,98,CollgCr,9,2002,2002,Gd,1,3,729,285139.6251
1183,,NWAmes,6,1968,1968,Gd,1,2,489,185912.1462
1184,,Edwards,4,1954,1954,TA,0,2,525,104626.1907
1185,102,Edwards,6,1976,1976,TA,1,2,699,107042.7692
1186,75,SWISU,5,1924,1999,Fa,1,1,287,114261.1928
1187,93,Edwards,5,1940,2007,Fa,2,0,27,163318.7367
1188,76,NridgHt,9,2007,2007,Ex,1,2,644,318294.0322
1189,48,IDOTRR,4,1922,2007,Gd,0,1,267,125697.4825
1190,,NAmes,7,1972,2004,Gd,0,2,511,184079.2102
1191,,Crawfor,6,1960,1960,TA,3,2,607,203262.4039
1192,76,Edwards,5,1956,1956,TA,0,1,623,129213.0622
1193,82,Mitchel,5,1984,1984,TA,0,2,511,125655.7432
1194,68,NAmes,5,1949,2003,Gd,0,2,603,135395.1146
1195,88,NAmes,5,1947,1950,TA,0,1,363,118749.9237
1196,93,NWAmes,7,1974,1974,Gd,2,2,555,170161.6292
1197,59,Crawfor,6,1921,2005,TA,1,1,267,152669.3751
1198,50,MeadowV,6,1973,1973,TA,1,2,603,151461.1565
1199,73,SawyerW,7,2001,2001,Gd,1,2,554,189093.9413
1200,83,Somerst,7,2003,2004,Gd,1,2,642,263154.7984
1201,68,Edwards,6,1939,1950,TA,0,1,307,105029.0676
1202,67,BrkSide,6,1900,2000,TA,0,1,227,118149.7132
1203,68,OldTown,7,1928,2005,Gd,1,2,387,161003.9941
1204,98,CollgCr,8,2002,2002,Gd,1,2,613,255018.8276
1205,68,OldTown,4,1953,1953,TA,0,2,603,93002.82645
1206,53,Edwards,4,1922,1950,TA,1,0,27,85548.09008
1207,78,CollgCr,7,1994,1995,Gd,1,2,520,210380.5479
1208,68,CollgCr,5,1978,1978,TA,0,0,27,124069.4641
1209,108,Crawfor,6,1954,1954,TA,2,2,603,207782.7187
1210,,Gilbert,6,1994,1994,TA,1,2,425,174903.4795
1211,78,CollgCr,5,1972,2007,TA,0,2,423,133148.1826
1212,74,SawyerW,6,1983,1983,Gd,1,2,603,154367.714
1213,115,NridgHt,9,2006,2007,Ex,1,3,759,415457.6578
1214,79,NAmes,5,1965,1998,Gd,0,2,911,146220.6415
1215,,Gilbert,8,2002,2002,Gd,1,3,671,256401.7142
1216,93,Somerst,7,2007,2007,Gd,1,2,507,226052.3969
1217,55,OldTown,4,1945,1950,TA,0,1,247,80256.85364
1218,60,IDOTRR,4,1910,2000,TA,0,1,222,69123.10846
1219,78,OldTown,6,1930,2005,Gd,0,1,297,110027.4416
1220,55,CollgCr,7,1999,1999,Gd,1,2,624,223744.0017
1221,190,Gilbert,7,2004,2004,Gd,1,3,657,259009.1455
1222,68,Gilbert,6,1997,1998,TA,1,2,427,186541.3656
1223,59,BrkSide,5,1938,1950,TA,1,1,277,135340.7444
1224,176,Gilbert,7,2006,2006,Gd,1,2,449,274822.7455
1225,89,NAmes,6,1958,1958,Gd,0,1,339,154494.1054
1226,,Sawyer,5,1970,1970,Gd,0,3,939,149150.6924
1227,32,Somerst,7,2005,2005,Gd,0,2,507,147637.9968
1228,58,OldTown,5,1924,1950,Gd,0,2,477,136080.997
1229,91,Somerst,7,2007,2007,Gd,0,3,981,248412.2106
1230,93,Timber,8,2002,2003,Gd,1,3,835,270208.8656
1231,70,Somerst,7,2007,2008,Gd,0,2,489,215059.5145
1232,68,NAmes,5,1974,1974,TA,0,0,27,136269.7555
1233,,CollgCr,6,2004,2004,Gd,0,2,447,143253.1933
1234,58,Mitchel,5,1972,1972,TA,0,1,363,127708.7714
1235,,Sawyer,5,1961,1961,TA,0,2,599,128549.9715
1236,208,Mitchel,3,1953,1953,TA,0,4,1068,153093.6314
1237,58,IDOTRR,4,1939,1950,TA,0,1,291,100192.9037
1238,87,Somerst,7,2001,2001,TA,1,2,573,224420.0899
1239,88,Somerst,8,2007,2008,Gd,1,3,907,283289.424
1240,88,CollgCr,7,2001,2001,Gd,1,2,591,231555.3713
1241,,CollgCr,7,1997,1998,TA,1,2,540,195042.5641
1242,85,StoneBr,9,2005,2007,Ex,1,3,683,325010.3555
1243,,NAmes,5,1960,1978,TA,1,1,313,140000.3419
1244,67,Gilbert,7,2004,2005,Gd,1,2,460,191310.8969
1245,101,NWAmes,7,1978,1985,Gd,1,2,690,207740.0039
1246,78,SawyerW,6,1992,1993,Gd,0,2,489,183605.5203
1247,73,CollgCr,9,2008,2008,Ex,1,3,873,303310.539
1248,29,MeadowV,4,1973,1973,TA,1,1,324,98314.17182
1249,36,StoneBr,8,2004,2005,Gd,1,2,591,336967.8549
1250,104,Gilbert,8,2004,2005,Gd,1,3,659,262271.9461
1251,,NAmes,4,1971,1971,TA,0,1,711,110117.7938
1252,77,OldTown,5,1957,1957,Gd,0,2,578,153037.1332
1253,68,NAmes,5,1962,1962,TA,0,1,335,109570.0018
1254,,CollgCr,8,2002,2002,Gd,1,2,806,255948.1068
1255,128,Sawyer,6,1964,1964,TA,0,2,603,157942.3866
1256,,CollgCr,6,2003,2003,Gd,0,2,447,140030.1605
1257,116,NWAmes,7,1972,1987,Gd,1,2,542,208820.0248
1258,68,IDOTRR,7,1950,2005,Gd,2,1,326,203846.8643
1259,98,OldTown,5,1948,1973,TA,0,2,839,153672.6753
