housing_median_age,total_rooms,population,households,median_income,median_house_value
26,2413,2867,509,4.7639,179900
26,1324,1804,311,3.9659,178500
24,2932,5516,911,2.7535,111000
25,808,1066,189,4.7679,173100
24,1435,3171,504,3.0833,151700
32,660,959,113,3.75,159000
33,619,1217,146,4.6875,154400
32,728,837,135,4.0769,163900
10,1823,2176,548,1.5026,151800
29,720,1045,181,3.1964,151900
16,1444,2329,441,3.1691,159400
31,1120,1718,268,2.8077,140300
16,1243,1925,376,2.7632,158900
19,2261,3545,635,2.5224,148500
25,1799,3416,538,3.0083,163500
6,2992,3800,1130,2.246,183300
14,5526,6799,1796,2.6561,144400
18,697,812,221,2.6635,162500
39,275,554,103,3.5972,158000
13,1632,3356,659,1.5054,137500
12,2782,1968,795,0.971,102500
26,411,448,95,1.7019,350000
37,2988,2354,666,3.4345,235500
17,1768,1079,436,1.7823,205300
50,1344,747,234,4.5125,195400
34,3004,5477,640,2.8342,187200
26,2678,3262,685,3.6953,176800
32,1893,2245,426,3.7143,163000
36,2656,2370,571,3.8056,177200
34,2753,3117,631,3.1713,170100
26,1813,1235,343,3.5972,187500
31,2549,1044,362,6.9737,288800
26,3141,1572,724,3.3472,237400
32,2342,1445,453,4.1951,195000
35,1799,1239,368,3.9219,189600
34,1050,723,201,4.8,192700
52,2512,978,365,8.0784,320300
37,4943,2164,788,4.1071,311300
39,4159,1669,651,4.6111,240300
34,3153,1679,532,4.7083,205300
14,1458,615,365,4.2798,218800
26,2312,1273,437,2.8828,204700
16,238,93,50,5.375,215700
22,378,196,81,3.6806,219400
16,4367,2164,1005,4.0214,139500
33,1866,1053,371,4.5461,213800
14,4412,1656,874,4.3292,206500
23,5928,3570,1150,4.0398,233100
26,3350,1314,550,3.5195,249100
26,2110,1146,407,4.3698,229600
22,6433,2703,1125,4.9957,296400
30,2910,1270,489,4.6161,236500
24,893,342,197,2.8261,146500
25,2720,1559,631,3.0958,137800
34,2660,1475,567,3.4152,210200
23,3498,1574,642,5.021,252200
30,3569,1540,537,5.2998,247200
19,5471,2828,1247,3.5719,252800
24,2696,1908,626,3.3047,216900
19,4022,2334,954,3.0305,140600
23,3056,1508,555,4.7273,234200
23,2542,1720,675,3.8703,137000
24,845,482,190,4.7039,225000
27,1270,809,264,5.0162,223000
23,6114,4088,1521,3.0382,183600
20,5768,4853,1465,3.5387,160400
27,2655,1017,335,6.9014,366800
25,2037,796,249,11.0546,487200
26,2893,983,326,13.466,500001
26,2955,1074,373,9.3845,500001
29,3058,1197,474,5.3903,286600
33,2890,1300,452,6.5616,290200
25,2365,1197,458,3.7031,227800
23,3596,1292,458,8.5403,451300
21,4349,1680,519,6.9014,439000
25,2260,719,254,11.4537,500001
6,9792,3744,1179,10.1714,481500
4,8974,3754,1241,8.2653,374000
19,3532,1200,426,11.0124,500001
32,2308,967,320,7.0565,324600
22,2956,1342,558,4.1151,203200
26,4931,2249,818,4.275,285400
27,3230,1193,448,6.5308,287800
27,2578,976,340,7.1882,359200
33,2774,1229,407,6.2944,265600
32,2053,835,323,5.5654,281800
29,5436,2046,685,8.7496,349500
31,4624,1852,635,7.2392,334600
8,7326,2569,798,10.157,477100
13,3759,1496,499,8.3818,377600
23,2775,1226,510,3.6707,231400
15,3207,1414,595,4.0484,165600
29,1454,724,262,4.8542,218100
26,2641,3657,617,4.1339,222300
30,4713,2271,730,5.8622,221000
31,2016,1095,405,3.8681,196000
37,2733,1378,476,5.3041,235700
25,2070,1078,460,2.9312,220100
34,2590,1658,608,2.378,199600
26,2577,1086,432,4.6125,229200
24,3817,1656,713,4.25,248000
23,3114,2045,577,3.75,211900
25,4977,2061,646,6.58,318500
27,3589,1484,495,5.7934,270500
28,4485,2048,685,5.4562,274700
20,2819,1019,319,12.2092,500001
17,2971,1180,346,11.1228,500001
22,3173,1181,355,8.3637,500001
19,3154,1404,384,8.9257,431800
22,2898,1057,324,10.8111,500001
19,2556,822,260,9.9055,456900
26,3259,1354,459,5.7817,267600
23,1100,940,267,3.6953,150000
24,3550,2828,834,2.8403,225600
25,2662,1247,401,5.4395,244000
28,1972,970,326,5.4298,234200
30,2260,1182,341,6.0705,236700
46,1846,867,336,3.4234,200000
52,2102,898,365,3.6827,236800
31,3523,2660,949,3.1792,146400
52,1963,1197,415,3.8929,211000
23,3187,1977,852,3.3939,212100
25,2635,1710,634,3.125,215000
16,2186,908,466,4.575,225000
40,1251,729,343,2.4688,236400
34,1883,1227,424,3.8929,187500
21,2713,1952,722,2.6959,178800
21,2487,1515,494,4.3039,168500
19,2813,1334,596,4.7208,173500
30,2022,1196,463,3.7454,186000
35,1683,1242,335,3.5172,190400
42,1024,483,187,4.105,194500
25,2546,1543,521,4.192,219900
32,1484,928,295,5.1418,190300
16,6352,5085,1649,2.8835,193800
25,10336,7111,2419,3.3627,197900
26,2095,793,261,6.6719,271700
19,1725,920,400,3.0087,159400
17,2830,1370,459,5.1785,247300
26,1904,945,303,5.6784,232400
23,2377,1101,408,5.3439,227100
23,4388,2526,846,4.5217,219400
34,1793,1722,441,2.8235,153100
26,4186,2447,777,4.9917,248100
32,1766,876,330,4.0417,234500
34,1593,872,255,3.825,216700
40,1461,1322,264,4.3269,194100
26,5574,2607,988,4.0324,244900
35,1490,629,257,4.3661,222100
34,2004,843,328,3.59,230600
9,1682,1015,271,6.6603,230900
24,10281,4926,1629,4.7946,251200
23,6157,2817,1073,5.0629,232600
35,3315,2425,687,3.5521,182800
35,2984,1435,455,5.6276,200800
33,3065,2204,606,3.8456,211800
21,1591,904,297,4.8906,179100
38,51,41,10,6.0224,187500
24,1268,700,224,5.0605,216200
18,3197,1894,726,3.6761,140500
15,3082,1268,531,3.7604,280100
10,3381,1584,636,5.3812,235400
26,1499,755,277,3.5893,238500
31,3301,1532,682,3.7303,223800
27,2287,1140,351,5.6163,231000
22,3522,1706,524,6.4685,241200
25,1785,750,251,6.8407,266700
17,2247,1382,618,3.8631,225000
26,1783,1048,306,6.0488,232000
26,2435,1088,350,5.9397,249400
26,3924,2332,725,3.7772,223900
34,1127,588,181,4.375,224700
34,1410,837,240,6.1168,213900
33,1526,906,245,5.1782,225000
31,3413,2326,728,4.325,187100
35,1756,1026,332,3.6,193500
18,2036,1292,380,3.875,273000
32,1605,986,306,3.3375,186200
13,1583,1672,432,3.2303,201300
31,2043,1524,454,3.5329,187400
33,1587,1159,331,2.8021,195100
25,1234,507,285,2.3173,225000
25,1781,918,378,3.9286,262700
23,1678,912,347,4.5,237300
25,1928,961,385,4.0724,231400
16,1545,730,350,4.5112,139000
17,2395,1224,399,5.1182,249200
17,4678,2427,1020,4.2276,254100
17,1131,622,244,4.9306,158500
38,2082,1592,510,2.3704,166100
45,2019,1549,377,4.6111,223000
44,1231,682,244,3.2344,170100
35,932,1147,267,2.7014,156700
35,1244,1603,322,2.9583,175400
22,1178,865,294,3.025,180000
29,1570,1849,430,2.6563,162500
27,1962,1492,481,1.9621,118100
26,1888,1550,458,3.3393,168600
33,2489,1857,444,2.9474,178400
31,2149,966,302,3.875,183900
25,1026,1646,283,4.2019,163900
36,2147,1011,392,3.2188,196900
37,588,436,104,4.275,186200
23,2870,1680,598,3.2301,189900
13,6963,3892,1375,4.1325,203500
35,1175,568,186,4.125,189200
30,2513,1611,472,4.0061,182900
36,1951,1254,358,4.8438,185700
32,1378,1202,448,3.4028,183700
19,1749,969,391,3.75,173400
34,1229,1035,218,3.5455,180000
25,4016,2166,774,3.1884,135400
28,604,615,212,3.6214,182100
23,2089,1085,362,4.765,181500
33,2291,1187,405,3.9539,191100
35,984,661,199,5.0747,189600
45,818,546,152,5.1057,170700
31,2265,1617,507,3.4583,186300
34,874,549,153,4.8667,186800
35,793,589,137,5.25,190200
25,2471,1539,500,4.2679,191700
18,1063,462,223,2.8348,219000
31,2982,1895,570,4.9115,255500
16,2035,1118,503,3.2546,187500
31,1252,714,226,4.6042,220700
17,3506,2104,893,3.3006,185800
21,2253,1536,500,3.2326,204700
31,1960,1356,356,4.0625,225900
24,4639,3093,1257,2.5577,202300
23,1086,825,250,2.4609,219600
26,1718,1022,368,3.9333,196100
24,2578,1217,529,2.2401,212500
18,2947,1820,551,4.5294,224800
25,3434,1749,657,3.2539,199000
19,1991,1202,460,3.1538,252100
35,1484,916,248,5.2657,191400
33,2342,1367,509,4.1167,215500
17,3419,2460,766,3.2823,228500
34,1038,578,174,4.9219,200000
34,1290,867,241,5.5486,218100
32,1133,523,187,6.213,230800
22,3310,1807,674,4.0185,200900
26,2335,1121,502,2.9891,205200
26,4013,2442,922,3.7655,197700
30,2838,1758,593,3.3831,197400
18,2067,870,541,3.1315,137500
29,1194,474,170,6.1001,298900
18,3418,1961,773,3.65,171400
20,812,494,172,3.25,350000
31,2421,1348,413,4.9394,217800
34,1347,676,201,3.8828,215400
27,1366,878,325,3.4,196900
29,2929,1618,584,3.6875,213200
35,1107,641,210,5.0599,216700
34,982,498,156,6.3214,220800
36,1380,690,234,3.8214,210900
32,1792,1131,381,2.4942,186300
36,2360,1479,386,4.3583,187200
29,1422,1057,390,2.3347,208100
24,4735,2600,868,5.0764,228600
28,2444,1848,567,3.0179,198800
38,1316,671,278,3.2969,220000
6,3136,1894,859,2.5564,171300
30,1561,1104,391,3.375,201900
34,2160,852,305,6.0531,287100
26,2811,1374,566,3.475,282500
26,1156,1880,400,2.2716,350000
23,2459,2720,598,2.8072,164700
9,1160,735,325,1.119,175000
17,382,272,81,1.425,212500
16,919,912,249,1.5903,165400
25,1021,975,258,3.125,168100
47,504,375,109,3.6607,160600
37,1039,719,243,3.0288,161400
36,1072,639,196,5.0275,179300
52,1514,855,293,3.6042,166400
32,1855,2568,504,2.5509,170800
32,1187,1003,275,2.4931,166900
10,1548,1535,424,4.5057,152400
32,2696,2330,626,2.9479,184600
29,1444,1038,271,2.3843,182900
18,1181,781,340,2.5625,153100
32,1408,1331,284,3.7014,179600
18,3291,1640,563,4.8981,166300
34,988,759,184,5.6047,205100
34,3903,2054,716,4.2731,218000
17,1317,679,272,4.6696,159500
21,1342,748,335,2.9231,45000
22,2964,2639,771,2.4833,157500
23,1368,1940,358,3.0789,350000
27,2176,1440,418,4.375,212500
33,1891,932,343,4.2759,238000
25,1731,1127,455,3.256,214300
34,1290,664,204,5.8461,227400
26,1589,735,315,4.5714,243200
28,2914,1500,499,4.9429,254800
24,4602,3003,1014,3.6771,172200
29,1672,891,281,4.8611,231900
35,1068,514,174,4.0735,208700
35,1117,496,168,4.3269,224700
32,2856,1499,601,3.63,183400
32,2726,1513,531,3.7917,197400
30,729,488,139,4.7667,195200
35,1153,884,208,5.2384,177400
34,1416,980,284,4.7772,182500
35,1996,1409,330,4.7738,180000
29,2176,1632,428,3.707,180400
19,1199,730,276,3.6422,209400
33,1724,943,285,5.118,195200
34,1941,1021,339,4.4663,183900
24,2749,1367,460,4.025,240700
33,2970,1869,539,4.3636,201800
22,2642,1702,588,3.5268,174700
25,1831,809,339,4.5179,177100
24,3002,1495,634,3.1087,202800
13,2782,1749,628,4.1276,153800
17,2142,946,412,3.7059,146300
18,383,487,98,3.975,162500
17,1530,883,344,2.8835,196500
21,2281,1510,460,2.8625,189600
23,3284,3257,758,2.4526,182900
42,161,157,50,2.2,153100
46,38,66,14,4.1667,162500
28,3528,2304,764,2.582,181800
18,3751,2281,815,3.7201,183100
35,897,479,161,5.152,215600
26,4022,2457,1001,2.8042,206300
30,2406,1753,456,4.485,180600
25,3179,2526,623,3.3281,180800
33,2064,1384,315,4.5263,169000
29,2470,1589,513,3.1801,190500
35,2301,2272,454,3.9566,167800
35,2114,1077,343,5.4876,227500
35,2356,1659,480,4.1115,179700
32,2161,1503,402,4.3036,191400
35,2985,1614,453,5.4631,225600
33,3268,1704,591,3.6849,211400
18,3679,1820,652,3.6531,143500
15,4273,2300,946,3.5313,213000
21,2695,1888,683,3.2857,213300
31,2825,1908,563,3.9798,187500
34,2456,1289,442,4.1818,224200
19,7399,3554,1593,3.1049,173900
35,3148,2110,587,3.9479,203800
22,4255,2901,920,3.2636,180200
33,1984,1119,387,3.4821,231300
36,2398,1261,402,5.2816,221800
35,1493,811,272,5.244,218000
33,2362,1185,387,4.425,188400
34,2584,1233,405,5.6935,218300
26,4115,2184,825,3.9536,191000
29,1813,1170,482,2.0677,214500
35,1330,658,217,6.37,229200
23,2757,1811,707,2.8,214300
34,2912,1625,501,4.4667,190600
34,1654,905,292,4.6389,214600
32,1219,634,197,5.237,215700
24,4179,1902,733,4.7986,236500
36,2169,1018,370,4.3906,231300
34,2627,1409,450,4.7731,199200
36,2363,1240,391,4.0909,190800
34,3592,2138,605,5.2129,193400
35,1785,1033,297,4.5739,190500
29,3692,2683,881,3.1726,198700
26,2737,1877,606,2.8622,184300
22,4417,2759,983,4.25,170300
33,2729,2223,535,4.0362,177900
28,4380,2187,835,3.9018,182300
28,3614,3282,889,3.522,190300
26,4297,3596,967,3.045,184000
35,1654,1065,354,3.4837,186500
9,3553,2017,986,2.9726,133800
32,714,654,154,4.5052,170800
33,2964,2235,718,3.2591,175900
11,2880,1806,722,3.8056,171100
40,299,163,70,3.0125,166100
36,3157,1842,561,4.5833,190700
26,2136,1528,537,2.4931,236100
32,2296,1376,532,3.7303,188500
33,1520,658,242,4.875,269300
38,1476,1114,309,4.1917,181800
38,989,691,204,3.2632,180900
32,4398,2777,884,4.1321,222800
20,1988,1277,425,2.9414,162200
25,1295,856,342,2.7157,350000
22,2244,1543,533,2.6618,179600
15,2081,1617,561,3.4955,160900
7,2252,1576,550,3.6333,169800
18,1862,1301,369,3.1771,194000
22,3236,2034,662,4.0955,174200
29,1518,1086,317,4.32,196900
28,1386,901,294,4.7464,187500
24,1328,1012,306,4.2813,189500
22,2520,2126,527,3.7734,193900
14,2509,1814,547,2.7986,176100
29,1829,1703,343,4.1295,188000
27,2512,1861,511,4.2386,184200
33,1441,1233,331,3.7232,176200
24,3956,3196,795,4.3512,191400
30,5268,4480,1050,4.015,186700
25,1323,852,229,4.6167,237300
22,2300,1625,542,2.78,196300
19,1983,1098,275,6.6355,276100
24,2027,1405,341,5.1416,231400
27,1712,1036,345,4.0508,183900
26,3361,2709,648,3.9107,190700
32,1564,973,290,3.75,190400
24,3202,3308,714,4.1577,174100
24,1380,1472,304,4.2219,162800
15,2448,1666,575,3.5967,141600
17,3341,3381,825,3.371,161800
21,2884,2613,645,4.05,177900
8,2325,1511,565,3.3629,137500
19,1920,1413,432,4.0313,147500
29,2577,1849,470,4.4732,194800
35,2002,1726,387,3.9613,182300
26,5556,4545,1333,3.0902,190400
22,7531,5254,1523,3.8506,167400
26,784,662,169,2.8438,174300
20,4413,4818,1063,2.8594,215100
23,893,1149,216,2.6442,156300
32,790,1196,201,3.0625,142800
8,2346,3842,674,3.0635,160000
15,1206,677,270,3.9219,142600
30,1654,1843,467,3.1403,153000
5,639,666,197,3.3017,87500
13,4620,3385,1109,3.1773,186500
18,1639,2513,458,2.1838,159700
15,715,1394,244,3.3846,162500
24,5321,4011,1047,4.3882,189300
27,3662,3009,743,3.9816,179500
24,4248,3118,798,4.2222,207200
24,4197,2468,714,5.2563,211400
16,2768,1182,563,3.7162,201200
25,1393,976,245,5.4485,225200
21,3576,1846,538,5.9838,271900
17,1989,1401,453,4.1603,160500
24,2308,1101,407,4.4766,230000
19,1967,1251,404,3.6696,218800
26,1905,1098,368,4.8611,229600
26,1374,731,244,6.0905,224800
23,1722,865,309,4.6452,273800
25,2004,1085,343,4.7656,230700
18,2594,817,485,2.3674,219200
24,6517,3441,1198,4.25,152100
26,3653,1930,585,5.7301,260900
26,1417,817,261,4.875,230400
26,2249,1311,373,5.0287,265000
27,1732,1115,308,5.5312,239200
19,1028,340,159,3.6364,252800
25,1611,554,327,3.0417,137300
25,1799,810,265,8.289,372400
26,1787,639,224,6.8226,329800
22,2785,1086,392,7.3719,337400
22,3335,1500,719,3.7315,197900
18,1027,436,180,4.2159,211300
22,3592,1598,523,6.5501,294900
20,1851,792,363,3.8187,137500
16,1735,784,360,4.2566,139200
18,2814,1439,493,3.599,262000
27,2097,1217,331,5.7121,222500
26,1694,885,279,5.0875,224200
19,1783,1025,383,4.1484,230000
22,3479,1454,488,6.6324,347600
19,4154,2130,589,7.2845,301800
24,2991,1437,453,5.4286,273400
21,3107,1688,503,5.9582,288000
23,3929,1858,538,6.8645,318200
19,4021,1872,545,6.7919,295600
17,4461,2095,580,7.6709,319500
17,1692,934,280,4.4728,205800
14,5147,3171,1126,3.9929,225800
17,3318,1520,498,5.5501,274200
19,4328,2243,808,5.5702,342600
16,6058,3285,1495,3.4133,290900
19,1624,782,228,4.5962,304500
20,2781,1242,408,6.1092,306500
18,3695,1779,572,5.9449,276500
10,2775,1581,633,4.1366,158800
18,4827,2471,716,6.1181,284500
24,4269,1954,597,6.9261,284600
17,5781,2585,915,5.343,231900
22,3957,1774,527,7.0907,350200
21,4112,1886,581,6.799,292000
16,5127,2142,596,7.8195,390500
23,4417,1865,693,5.3428,279300
23,2622,1103,407,4.725,289600
20,3123,1319,432,6.091,290400
17,2500,1242,368,7.7313,316700
24,3451,1736,493,6.3749,278000
24,3430,1601,512,5.6825,264600
26,2553,1337,411,5.3737,252900
25,3273,1645,497,5.8195,286100
25,2017,1063,369,4.0345,229400
17,1997,952,341,4.4148,239200
17,3386,1715,666,3.7479,213000
16,2437,986,422,5.7117,247200
25,3906,1809,622,5.6765,265100
22,3914,1871,607,5.8541,281500
16,5143,2209,637,7.0173,382100
19,5925,2302,729,7.5699,333300
23,5379,1826,555,7.0151,350600
26,2379,988,346,5.3674,339300
25,2482,960,352,6.1572,344000
24,4462,1943,712,5.7395,289800
21,2030,910,311,7.8453,343300
18,3603,1549,756,4.0229,363100
17,2054,836,288,6.8939,383900
18,3698,2046,614,6.2984,269800
18,3833,2192,996,3.4679,219700
24,2826,1738,546,6.0494,240400
28,3109,1891,562,5.2655,243100
7,5664,2493,1101,5.8252,264700
26,3527,1615,542,6.1624,279400
17,4466,2166,666,6.979,330700
14,6090,1974,1248,2.8061,180300
14,3396,1542,472,7.3982,369100
24,4177,1704,606,6.2473,281900
17,2603,1265,382,6.8039,332900
16,4508,2221,623,7.3731,390800
26,1616,700,241,5.5105,232100
13,2902,1125,490,5.888,447700
16,3581,1644,774,5.041,397600
19,4559,1949,910,4.355,429200
25,4041,1689,784,4.2289,442700
38,2548,755,399,2.8352,408300
13,4000,1999,881,4.7245,273600
18,2024,1047,451,3.5848,186900
15,3141,1729,633,4.2165,234600
14,3305,2272,769,3.4899,216700
19,3808,1776,756,4.625,282200
12,2228,1122,488,4.0385,350000
17,1692,903,423,3.5859,262500
16,2809,1260,638,3.2353,252900
29,1330,613,236,4.6591,353100
14,3155,951,575,3.0625,268800
11,3969,1508,754,4.3409,271400
5,7017,2427,867,10.1154,477700
12,5241,2048,943,6.4858,285400
34,3712,1521,632,4.8125,387800
19,4808,2422,971,4.0121,279700
18,1994,3031,577,2.7614,237500
17,1600,1803,432,2.7865,216700
23,5554,2408,936,5.3886,331900
23,5069,2473,769,6.3047,285700
22,8844,4404,1594,4.4453,267800
23,4095,1766,589,6.7418,302500
24,6393,2743,1057,5.1384,336900
24,5203,2465,946,5.163,261000
24,7141,3418,1268,4.6649,237800
24,2104,1181,414,3.8365,250900
26,2236,809,282,6.7395,342800
20,3182,1770,817,3.1912,220800
26,1787,801,270,5.5514,255700
17,2801,1473,535,4.2875,134800
14,2127,1338,475,3.628,188500
18,6565,3079,1248,4.7515,295600
24,3856,1741,588,7.248,302700
3,945,337,123,11.5199,500001
13,4013,1999,859,4.625,248800
16,1476,886,270,5.3259,216400
12,2480,1441,788,1.6705,350000
24,2598,1184,435,5.8623,287800
15,3244,1259,413,7.7854,395300
26,1483,738,235,6,271400
13,5126,2429,718,9.5268,437900
14,4494,2222,963,4.7821,169400
14,2673,1192,656,4.1862,188900
15,1836,942,477,4.0238,182500
13,4770,2261,972,5.883,295100
12,4014,1605,769,6.0102,396900
32,6239,2615,950,6.6188,380000
37,997,531,282,4.7773,400000
15,2569,785,477,5.4011,346400
43,1222,565,309,4.8482,500001
44,1671,871,367,4.6369,422200
24,1608,592,314,5.0926,390500
33,2119,872,465,4.537,495500
31,1310,563,310,4.6528,457100
32,1258,645,334,5.0476,500001
32,2035,934,512,4.2287,500001
24,1240,513,254,4.9044,485000
32,1179,369,209,5.1824,500001
19,1397,491,197,8.7397,500001
17,4573,1619,796,5.7704,500001
25,4150,1424,547,8.8281,461600
22,4311,1426,533,9.8177,500001
13,1822,643,303,9.8346,401700
14,2665,964,319,15.0001,500001
16,4392,1490,578,10.5424,500001
14,2021,696,367,7.1673,340700
25,2472,1301,467,5.0699,266100
17,1875,900,406,5.2589,226100
22,5416,2260,1184,3.8038,174500
26,1388,515,392,1.8015,62000
26,2461,971,544,2.1944,87500
26,2013,664,510,2.2708,67500
26,3083,960,723,1.9074,68500
25,1995,743,597,1.4617,46900
26,1625,533,414,1.808,58500
26,5359,1829,1393,1.7675,61300
26,1967,692,538,1.6111,54300
26,996,366,313,1.2813,46700
27,529,193,155,2.0952,71300
27,2301,847,627,1.7208,67500
26,1876,1499,436,2.925,176000
30,3380,2269,652,4.525,186000
26,1382,1977,368,2.7589,137500
25,2767,1148,372,6.394,316700
27,2905,1781,561,4.25,214800
26,2989,1596,475,5.7157,231200
25,4650,2503,790,5.742,221900
16,2070,878,297,7.0879,338800
16,3757,1291,614,5.2001,235600
26,2532,1274,441,5.3559,235800
26,3842,1961,595,6.128,248200
26,3711,1902,597,5.5599,234100
25,8110,3613,1232,6.0609,264900
24,3865,2670,772,3.8158,180000
37,1264,783,273,3.3438,199600
30,1859,1314,418,3.0909,184400
29,3443,2257,620,4.7404,207500
26,4065,1960,739,4.506,240000
16,4636,2341,825,4.4261,304700
17,5239,2440,985,4.375,248100
22,4232,2408,660,6.6539,284900
29,1312,922,255,3.1902,202400
28,3215,2066,636,4.0194,197400
30,1572,1351,359,3.369,190900
17,2545,1468,699,1.9439,177700
22,3024,2357,743,3.3125,191800
23,1553,1988,474,2.1375,150000
24,1880,967,418,4.4545,192500
27,2343,1537,426,5.1345,210600
34,2115,1253,338,5.1507,207500
33,2683,1520,456,5.0091,211500
25,1759,1404,385,3.6289,195800
33,1387,890,264,5.422,204100
32,1771,995,272,5.8362,217500
35,2072,1249,317,3.9855,191900
26,2141,2038,585,2.2981,177700
24,1324,687,264,3.4327,192800
29,1982,1426,502,3.0263,194200
28,2401,1155,456,3.5139,211700
14,1120,982,307,2.9083,179200
12,1250,1047,334,3.0625,208800
21,3803,1511,829,3,221200
7,586,232,107,5.2077,181300
27,2000,880,294,5.635,218900
24,3810,1818,590,5.8053,255900
32,2980,1370,481,5.0866,223500
25,4061,1623,527,7.1572,294900
26,5321,2932,896,5.8914,237600
32,3191,1718,611,4.1548,216600
30,2460,1277,395,5.4372,223200
28,3375,1754,554,5.5446,228900
19,2648,1160,452,5.9357,207400
26,2001,836,298,5.1061,257500
26,2343,1166,373,6,233100
25,3554,1600,537,6.6453,270100
26,3642,1623,569,5.8426,259400
25,3715,1640,572,5.7705,247100
29,3675,1457,591,6.0553,369400
34,3486,1311,503,7.1221,384500
34,2840,1127,396,7.6144,376200
26,2146,852,296,6.6137,342700
34,2473,967,353,5.8283,362400
31,4231,1694,623,6.6312,360100
34,2287,1051,346,5.5767,372000
30,2879,1109,414,6.9324,364700
25,5321,1969,903,5.0102,340100
23,6368,3281,1001,6.1142,240400
23,2663,1499,403,5.7837,258000
24,84,32,8,5.875,193800
16,2956,1379,429,8.4952,359600
16,4021,1488,650,5.32,219500
18,3414,1272,454,8.7015,390900
25,3112,1098,401,6,353500
25,2356,937,326,6.6264,359100
22,4048,1637,541,7.3463,355600
33,2685,1359,476,5.0261,245100
21,2196,1215,477,4.8,196900
26,4422,1936,625,6.4288,320700
22,1892,1015,404,4.1379,212500
20,1379,937,304,3.6217,195300
17,2439,1161,532,3.6442,193100
19,1863,1260,317,3.2465,277400
21,6623,3193,1129,4.5395,256000
21,4890,2295,654,6.983,329700
19,4526,2318,748,4.6681,320700
26,4105,2072,648,5.844,273900
20,1488,972,283,4.055,201900
25,1548,732,265,5.123,159600
25,2637,965,415,4.5833,190900
25,3497,1839,544,5.4216,263000
22,2711,1305,368,8.5407,398800
22,1391,810,295,3.8792,218200
21,1189,577,264,3.3155,237500
17,1851,770,310,5.6093,244400
17,2178,1077,457,3.6815,245300
20,2662,1275,472,6.0162,318500
19,2485,1286,431,4.7466,258300
16,1139,665,290,3.2933,260000
34,3203,2072,691,4.225,198400
25,3030,1668,509,4.625,229600
25,768,529,184,3.175,132800
22,5290,2812,1021,4.53,226400
24,4316,2286,665,5.7018,286700
21,3941,1897,670,4.88,343900
21,2997,1323,372,8.6123,386700
17,1973,1112,501,3.8512,163800
24,3983,1568,638,4.6458,213400
22,4057,2204,643,5.8527,241000
27,2990,1849,497,5.6846,216100
26,2523,1377,450,5.2542,234600
26,3635,1779,543,5.7089,237400
19,1795,1014,322,4.535,289300
24,2233,1162,355,5.6094,279200
23,3132,1646,478,5.777,315900
25,2856,1212,362,6.1737,313100
18,3628,1922,544,7.5057,328500
16,1831,1347,389,3.8426,344400
29,3963,2104,743,4.9803,208600
29,3740,1724,638,3.9628,215600
28,3857,2328,830,4.0156,196000
26,3616,2257,821,3.1497,217600
21,2052,1173,432,3.7885,204500
10,3897,1992,693,4.1591,192300
18,5238,3032,1065,4.4583,190100
34,3482,2227,641,5.1155,200900
26,2342,1290,394,5.6677,220700
31,1922,1030,353,5.3416,213000
30,2320,1434,452,4.0865,203700
23,5495,2873,1004,3.9156,224100
29,2064,1265,400,3.8864,209300
29,3061,2396,640,4.6326,195200
34,1078,575,206,4.5083,188000
29,2307,1218,402,3.4306,194200
28,4097,2112,803,4.5,202100
35,4166,2354,709,5.1775,213400
35,3473,2091,580,4.4821,214100
30,4781,2568,797,5.4746,226400
36,1138,725,219,3.4167,187200
34,1948,957,304,4.9777,212600
33,2053,1154,405,4.0455,197200
32,1162,563,178,3.875,203000
35,1661,949,276,5.2548,192600
34,2079,1379,352,5.103,207000
30,1549,885,299,4.0039,195100
29,2641,2413,619,2.8169,165100
25,6348,4188,1497,3.139,185700
20,3540,2898,876,3.0252,178000
28,1624,755,280,4.7083,268100
19,1434,1088,341,3.369,269600
15,2298,1261,527,4.2422,159400
42,1461,986,314,3.9559,161100
18,2628,2276,649,2.735,170800
16,1689,1260,453,3.1205,174000
13,2086,1356,462,2.95,165600
17,2334,1662,535,3.0147,217000
34,1239,869,291,3.59,161900
20,2303,1607,564,2.9,176100
18,2939,1278,435,7.1425,393700
25,3401,1503,498,6.6704,240600
21,5195,2539,988,4.5033,160500
23,2111,979,288,8.5621,347800
17,1851,764,339,5.1315,181800
17,1740,1158,412,2.8649,137500
9,1344,530,265,5.0731,185100
11,1454,635,236,6.2427,218500
15,3801,1992,526,9.0683,367400
16,2003,1172,318,6.0394,321600
14,923,420,130,10.2252,462800
33,1849,218,92,1.7083,143800
30,2979,316,124,2.1987,124000
22,2213,98,42,1.1912,170000
15,2146,197,76,4.1316,200000
25,2171,248,116,3.0375,171900
21,2484,309,144,3.9722,127800
18,1703,354,163,3.6563,146900
32,1684,454,209,2.9125,145800
25,1669,163,78,5.75,176600
14,1382,141,66,4.1016,283300
17,2839,390,189,3.5667,179200
18,3824,241,106,5.5456,360000
17,1480,202,80,3.9375,213200
20,1703,409,174,3.087,196900
18,2245,421,162,4.5795,158300
21,3005,385,150,3.1193,153300
19,1746,251,104,4.8182,146900
20,3729,365,152,4.962,169500
21,2459,584,233,3.01,163500
30,2369,510,213,2.65,123800
24,2237,264,95,4.1364,154500
24,1602,751,257,1.7609,99300
22,2309,919,342,3.0057,93600
32,1347,825,303,1.8269,225000
